dummy 2p0_ctau10p0 2.0 10.0 vate_B_mass2p0_ctau10p0_ab/BuToHNLToLPi_2023Jun30/230630_144216/0000 4.51460E+04 4.59800E+04 9.63500E+03 1.00761E+05 0.00231 0.00215 0.000617 0.00386 0.02 1 /cmshome/ratramon/Analysis/data/HNLFlatTuples/NewSig_flav_2p0_ctau10p0/HNLFlat_0.root
dummy 1p12_ctau10p0 1.12 10.0 vate_B_mass1p12_ctau10p0_aa/BuToHNLToLPi_2023Jun30/230629_235258/0000 4.87070E+04 5.05460E+04 1.06340E+04 1.09887E+05 0.00261 0.00275 0.000685 0.00444 0.02 1 /cmshome/ratramon/Analysis/data/HNLFlatTuples/NewSig_flav_1p12_ctau10p0/HNLFlat_0.root
dummy 2p05_ctau10p0 2.05 10.0 vate_B_mass2p05_ctau10p0_aa/BuToHNLToLPi_2023Jun30/230630_160529/0000 3.44140E+04 3.49000E+04 7.16600E+03 7.64800E+04 0.00232 0.00216 0.00059 0.00391 0.02 1 /cmshome/ratramon/Analysis/data/HNLFlatTuples/NewSig_flav_2p05_ctau10p0/HNLFlat_0.root
dummy 1p14_ctau10p0 1.14 10.0 vate_B_mass1p14_ctau10p0_aa/BuToHNLToLPi_2023Jun30/230630_010012/0000 7.21010E+04 7.57410E+04 1.57450E+04 1.63587E+05 0.00257 0.00271 0.000689 0.00438 0.02 1 /cmshome/ratramon/Analysis/data/HNLFlatTuples/NewSig_flav_1p14_ctau10p0/HNLFlat_0.root
dummy 1p16_ctau10p0 1.16 10.0 vate_B_mass1p16_ctau10p0_aa/BuToHNLToLPi_2023Jun30/230630_055146/0000 4.03100E+04 4.20760E+04 8.84800E+03 9.12340E+04 0.00259 0.00271 0.000702 0.00433 0.02 1 /cmshome/ratramon/Analysis/data/HNLFlatTuples/NewSig_flav_1p16_ctau10p0/HNLFlat_0.root
dummy 1p18_ctau10p0 1.18 10.0 vate_B_mass1p18_ctau10p0_aa/BuToHNLToLPi_2023Jun30/230630_110617/0000 5.47860E+04 5.66780E+04 1.21540E+04 1.23618E+05 0.00259 0.00269 0.000673 0.00434 0.02 1 /cmshome/ratramon/Analysis/data/HNLFlatTuples/NewSig_flav_1p18_ctau10p0/HNLFlat_0.root
dummy 1p1_ctau10p0 1.1 10.0 vate_B_mass1p1_ctau10p0_a/BuToHNLToLPi_2023Jun30/230629_220219/0000 5.19580E+04 5.41790E+04 1.12770E+04 1.17414E+05 0.00262 0.00271 0.0007 0.00448 0.02 1 /cmshome/ratramon/Analysis/data/HNLFlatTuples/NewSig_flav_1p1_ctau10p0/HNLFlat_0.root
dummy 3p5_ctau1p0 3.5 1.0 vate_B_mass3p5_ctau1p0/BuToHNLToLPi_2023Jul14/230714_090241/0000 4.29970E+04 2.45850E+04 4.81200E+03 7.23940E+04 0.0109 0.00564 0.00133 0.0126 0.02 1 /cmshome/ratramon/Analysis/data/HNLFlatTuples/NewSig_flav_3p5_ctau1p0/HNLFlat_0.root
dummy 3p7_ctau1p0 3.7 1.0 vate_B_mass3p7_ctau1p0/BuToHNLToLPi_2023Jul14/230714_134709/0000 4.05800E+04 2.48990E+04 4.97300E+03 7.04520E+04 0.0107 0.00591 0.00156 0.0124 0.02 1 /cmshome/ratramon/Analysis/data/HNLFlatTuples/NewSig_flav_3p7_ctau1p0/HNLFlat_0.root
dummy 2p15_ctau10p0 2.15 10.0 vate_B_mass2p15_ctau10p0_aa/BuToHNLToLPi_2023Jul25/230725_084439/0000 4.66500E+04 4.59440E+04 9.85500E+03 1.02449E+05 0.00236 0.00211 0.000579 0.00401 0.02 1 /cmshome/ratramon/Analysis/data/HNLFlatTuples/NewSig_flav_2p15_ctau10p0/HNLFlat_0.root
dummy 3p3_ctau1p0 3.3 1.0 vate_B_mass3p3_ctau1p0/BuToHNLToLPi_2023Jul11/230711_082312/0000 5.57450E+04 3.04030E+04 6.04100E+03 9.21890E+04 0.0112 0.00557 0.00138 0.0127 0.02 1 /cmshome/ratramon/Analysis/data/HNLFlatTuples/NewSig_flav_3p3_ctau1p0/HNLFlat_0.root
dummy 1p0_ctau10p0 1.0 10.0 vate_B_mass1p0_ctau10p0/BuToHNLToLPi_2023Jul06/230706_114600/0000 1.41460E+04 1.48920E+04 2.99200E+03 3.20300E+04 0.00277 0.00281 0.000686 0.0045 0.02 1 /cmshome/ratramon/Analysis/data/HNLFlatTuples/NewSig_flav_1p0_ctau10p0/HNLFlat_0.root
dummy 3p3_ctau10p0 3.3 10.0 vate_B_mass3p3_ctau10p0/BuToHNLToLPi_2023Jul11/230711_082247/0000 4.89770E+04 2.62670E+04 5.25700E+03 8.05010E+04 0.0111 0.00559 0.00125 -1 0.02 1 /cmshome/ratramon/Analysis/data/HNLFlatTuples/NewSig_flav_3p3_ctau10p0/HNLFlat_0.root
dummy 3p5_ctau10p0 3.5 10.0 vate_B_mass3p5_ctau10p0/BuToHNLToLPi_2023Jul14/230714_090201/0000 4.55630E+04 2.62860E+04 5.26800E+03 7.71170E+04 0.0108 0.00558 0.0013 -1 0.02 1 /cmshome/ratramon/Analysis/data/HNLFlatTuples/NewSig_flav_3p5_ctau10p0/HNLFlat_0.root
dummy 3p05_ctau10p0 3.05 10.0 vate_B_mass3p05_ctau10p0_ab/BuToHNLToLPi_2023Jul05/230705_132032/0000 5.09420E+04 2.47690E+04 5.12500E+03 8.08360E+04 0.00857 0.00355 0.000941 -1 0.02 1 /cmshome/ratramon/Analysis/data/HNLFlatTuples/NewSig_flav_3p05_ctau10p0/HNLFlat_0.root
